"region","innvandringskategori","landbakgrunn","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017","Andel av befolkningen (prosent) 2013","Andel av befolkningen (prosent) 2014","Andel av befolkningen (prosent) 2015","Andel av befolkningen (prosent) 2016","Andel av befolkningen (prosent) 2017"
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Grønland",3,4,7,9,10,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Finland",213,217,228,247,257,0.09,0.09,0.09,0.10,0.10
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",23,22,22,25,24,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Island",300,286,332,360,385,0.13,0.12,0.14,0.15,0.16
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Sverige",1400,1442,1446,1523,1492,0.59,0.60,0.60,0.62,0.60
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Albania",20,19,26,36,36,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Belgia",34,35,37,42,40,0.01,0.01,0.02,0.02,0.02
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",1214,1207,1221,1249,1264,0.51,0.50,0.50,0.51,0.51
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",140,161,183,212,219,0.06,0.07,0.08,0.09,0.09
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Estland",79,101,105,125,117,0.03,0.04,0.04,0.05,0.05
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",119,111,117,129,129,0.05,0.05,0.05,0.05,0.05
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere","Danmark",1101,1106,1120,1104,1119,0.46,0.46,0.46,0.45,0.45
"07 Vestfold","Innvandrere","Grønland",3,4,7,9,10,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere","Finland",200,204,212,230,236,0.08,0.08,0.09,0.09,0.10
"07 Vestfold","Innvandrere","Færøyene",18,17,17,18,18,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Innvandrere","Island",279,267,313,337,357,0.12,0.11,0.13,0.14,0.14
"07 Vestfold","Innvandrere","Sverige",1342,1378,1376,1421,1395,0.56,0.57,0.57,0.58,0.56
"07 Vestfold","Innvandrere","Albania",15,14,19,27,28,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere","Belgia",31,33,34,38,37,0.01,0.01,0.01,0.02,0.01
"07 Vestfold","Innvandrere","Bosnia-Hercegovina",913,904,898,914,919,0.38,0.38,0.37,0.37,0.37
"07 Vestfold","Innvandrere","Bulgaria",127,148,169,196,202,0.05,0.06,0.07,0.08,0.08
"07 Vestfold","Innvandrere","Estland",77,98,98,119,108,0.03,0.04,0.04,0.05,0.04
"07 Vestfold","Innvandrere","Frankrike",108,102,106,116,115,0.05,0.04,0.04,0.05,0.05
"07 Vestfold","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Danmark",117,116,119,135,140,0.05,0.05,0.05,0.06,0.06
"07 Vestfold","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Finland",13,13,16,17,21,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Norskfødte med innvandrerforeldre","Færøyene",5,5,5,7,6,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Island",21,19,19,23,28,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Norskfødte med innvandrerforeldre","Sverige",58,64,70,102,97,0.02,0.03,0.03,0.04,0.04
"07 Vestfold","Norskfødte med innvandrerforeldre","Albania",5,5,7,9,8,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Belgia",3,0,3,4,3,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",301,303,323,335,345,0.13,0.13,0.13,0.14,0.14
"07 Vestfold","Norskfødte med innvandrerforeldre","Bulgaria",13,13,14,16,17,0.01,0.01,0.01,0.01,0.01
"07 Vestfold","Norskfødte med innvandrerforeldre","Estland",3,3,7,6,9,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Frankrike",11,9,11,13,14,0.00,0.00,0.00,0.01,0.01
"07 Vestfold","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"07 Vestfold","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Danmark",172,172,172,166,166,0.65,0.64,0.64,0.61,0.61
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Finland",32,33,31,34,37,0.12,0.12,0.12,0.13,0.14
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Island",20,23,25,22,18,0.08,0.09,0.09,0.08,0.07
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Sverige",150,151,137,149,152,0.56,0.56,0.51,0.55,0.56
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,5,4,0.00,0.00,0.00,0.02,0.01
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Belgia",6,6,6,7,8,0.02,0.02,0.02,0.03,0.03
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",328,327,331,341,339,1.23,1.22,1.23,1.25,1.25
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",26,29,24,29,28,0.10,0.11,0.09,0.11,0.10
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Estland",4,7,7,7,10,0.02,0.03,0.03,0.03,0.04
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",16,17,19,21,24,0.06,0.06,0.07,0.08,0.09
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere","Danmark",149,150,150,145,144,0.56,0.56,0.56,0.53,0.53
"0701 Horten","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere","Finland",28,29,27,29,31,0.11,0.11,0.10,0.11,0.11
"0701 Horten","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere","Island",20,22,24,19,16,0.08,0.08,0.09,0.07,0.06
"0701 Horten","Innvandrere","Sverige",144,144,130,135,139,0.54,0.54,0.48,0.50,0.51
"0701 Horten","Innvandrere","Albania",0,0,3,5,4,0.00,0.00,0.00,0.02,0.01
"0701 Horten","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere","Belgia",6,6,6,7,8,0.02,0.02,0.02,0.03,0.03
"0701 Horten","Innvandrere","Bosnia-Hercegovina",249,246,243,245,239,0.94,0.92,0.90,0.90,0.88
"0701 Horten","Innvandrere","Bulgaria",24,26,21,26,25,0.09,0.10,0.08,0.10,0.09
"0701 Horten","Innvandrere","Estland",4,7,6,6,8,0.02,0.03,0.02,0.02,0.03
"0701 Horten","Innvandrere","Frankrike",16,17,19,21,23,0.06,0.06,0.07,0.08,0.08
"0701 Horten","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Danmark",23,22,22,21,22,0.09,0.08,0.08,0.08,0.08
"0701 Horten","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Finland",4,4,4,5,6,0.02,0.01,0.01,0.02,0.02
"0701 Horten","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Island",0,3,3,3,3,0.00,0.00,0.00,0.01,0.01
"0701 Horten","Norskfødte med innvandrerforeldre","Sverige",6,7,7,14,13,0.02,0.03,0.03,0.05,0.05
"0701 Horten","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",79,81,88,96,100,0.30,0.30,0.33,0.35,0.37
"0701 Horten","Norskfødte med innvandrerforeldre","Bulgaria",3,3,3,3,3,0.01,0.01,0.01,0.01,0.01
"0701 Horten","Norskfødte med innvandrerforeldre","Estland",0,0,3,0,3,0.00,0.00,0.00,0.00,0.01
"0701 Horten","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0701 Horten","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Danmark",49,51,58,53,52,0.47,0.49,0.54,0.49,0.48
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Finland",12,12,11,13,14,0.12,0.11,0.10,0.12,0.13
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Island",21,22,35,37,37,0.20,0.21,0.33,0.34,0.34
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Sverige",48,44,41,51,53,0.46,0.42,0.38,0.47,0.49
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,3,0,0,0.00,0.00,0.01,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",34,36,33,34,36,0.33,0.34,0.31,0.32,0.33
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",6,7,7,6,9,0.06,0.07,0.07,0.06,0.08
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Estland",4,3,5,4,5,0.04,0.03,0.05,0.04,0.05
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",9,9,9,10,10,0.09,0.09,0.08,0.09,0.09
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Danmark",44,46,53,47,46,0.43,0.44,0.50,0.44,0.42
"0702 Holmestrand (-2017)","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Finland",9,9,8,10,9,0.09,0.09,0.08,0.09,0.08
"0702 Holmestrand (-2017)","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Island",20,21,33,35,35,0.19,0.20,0.31,0.33,0.32
"0702 Holmestrand (-2017)","Innvandrere","Sverige",45,42,39,47,48,0.43,0.40,0.37,0.44,0.44
"0702 Holmestrand (-2017)","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Belgia",0,0,0,3,0,0.00,0.00,0.00,0.01,0.00
"0702 Holmestrand (-2017)","Innvandrere","Bosnia-Hercegovina",28,30,28,29,29,0.27,0.29,0.26,0.27,0.27
"0702 Holmestrand (-2017)","Innvandrere","Bulgaria",6,7,7,6,8,0.06,0.07,0.07,0.06,0.07
"0702 Holmestrand (-2017)","Innvandrere","Estland",4,3,5,4,5,0.04,0.03,0.05,0.04,0.05
"0702 Holmestrand (-2017)","Innvandrere","Frankrike",4,4,4,5,5,0.04,0.04,0.04,0.05,0.05
"0702 Holmestrand (-2017)","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Danmark",5,5,5,6,6,0.05,0.05,0.05,0.06,0.06
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Finland",3,3,3,3,5,0.03,0.03,0.03,0.03,0.05
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Island",0,0,0,3,3,0.00,0.00,0.00,0.02,0.02
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Sverige",3,3,0,4,5,0.03,0.02,0.00,0.04,0.05
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",6,6,5,5,7,0.06,0.06,0.05,0.05,0.06
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Frankrike",5,5,5,5,5,0.05,0.05,0.05,0.05,0.05
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0702 Holmestrand (-2017)","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0703 Horten (-1987)","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Danmark",180,180,187,188,197,0.44,0.43,0.45,0.44,0.44
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,3,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Finland",32,33,33,36,35,0.08,0.08,0.08,0.09,0.08
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",8,7,7,7,7,0.02,0.02,0.02,0.02,0.02
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Island",55,52,56,55,81,0.13,0.13,0.13,0.13,0.18
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Sverige",335,352,339,350,337,0.81,0.85,0.81,0.83,0.75
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Albania",4,3,8,10,12,0.01,0.01,0.02,0.02,0.03
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Belgia",7,9,9,7,8,0.02,0.02,0.02,0.02,0.02
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",127,129,131,144,146,0.31,0.31,0.31,0.34,0.33
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",20,19,34,35,29,0.05,0.05,0.08,0.08,0.06
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Estland",15,14,18,16,17,0.04,0.03,0.04,0.04,0.04
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",19,17,19,18,12,0.05,0.04,0.05,0.04,0.03
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere","Danmark",161,162,168,168,177,0.39,0.39,0.40,0.40,0.39
"0704 Tønsberg","Innvandrere","Grønland",0,0,3,3,3,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere","Finland",32,33,33,36,34,0.08,0.08,0.08,0.09,0.08
"0704 Tønsberg","Innvandrere","Færøyene",4,3,3,3,3,0.01,0.01,0.01,0.01,0.01
"0704 Tønsberg","Innvandrere","Island",46,45,49,49,70,0.11,0.11,0.12,0.12,0.16
"0704 Tønsberg","Innvandrere","Sverige",322,334,317,325,313,0.78,0.80,0.76,0.77,0.70
"0704 Tønsberg","Innvandrere","Albania",4,3,7,8,10,0.01,0.01,0.02,0.02,0.02
"0704 Tønsberg","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere","Belgia",7,9,9,7,8,0.02,0.02,0.02,0.02,0.02
"0704 Tønsberg","Innvandrere","Bosnia-Hercegovina",100,101,100,111,114,0.24,0.24,0.24,0.26,0.25
"0704 Tønsberg","Innvandrere","Bulgaria",20,19,34,35,29,0.05,0.05,0.08,0.08,0.06
"0704 Tønsberg","Innvandrere","Estland",15,14,18,16,17,0.04,0.03,0.04,0.04,0.04
"0704 Tønsberg","Innvandrere","Frankrike",18,16,17,16,11,0.04,0.04,0.04,0.04,0.02
"0704 Tønsberg","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Danmark",19,18,19,20,20,0.05,0.04,0.05,0.05,0.04
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Færøyene",4,4,4,4,4,0.01,0.01,0.01,0.01,0.01
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Island",9,7,7,6,11,0.02,0.02,0.02,0.01,0.02
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Sverige",13,18,22,25,24,0.03,0.04,0.05,0.06,0.05
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Albania",0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",27,28,31,33,32,0.07,0.07,0.07,0.08,0.07
"0704 Tønsberg","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
